A4,,
Wavelength (nm),Intensity (a.u.),
515.9699707,67.99455261,
517.0100098,62.95856857,
518.0499878,61.01443481,
518.9500122,59.63253021,
520,56.77552414,
521.0200195,56.93527222,
522.0499878,53.44971848,
522.9400024,54.40682983,
523.9699707,56.76450348,
525,47.99208832,
526.0200195,49.6680069,
527.0499878,47.14176941,
527.9400024,48.33832169,
528.9699707,47.10729599,
530,40.27673721,
531.039978,42.58761978,
531.9400024,42.39090729,
532.9799805,38.29401016,
534.0200195,36.77926254,
535.0700073,35.48682022,
535.9699707,35.36619186,
537.0100098,35.03745651,
538.0499878,33.87556458,
538.9500122,31.19322395,
540,29.72431946,
541.0200195,30.09338951,
542.0499878,29.5481987,
542.9400024,27.94640541,
543.9699707,26.13585854,
545,25.86154175,
546.0200195,24.36653137,
547.0499878,25.85904694,
547.9400024,23.11865616,
548.9699707,24.7282238,
550,22.76899338,
551.039978,21.98503113,
551.9400024,20.17345047,
552.9799805,18.58394432,
554.0200195,18.8640461,
555.0700073,18.45640182,
555.9699707,18.15592194,
557.0100098,17.43972588,
558.0499878,16.97029305,
558.9500122,15.99081802,
560,16.72535133,
561.0200195,14.29746723,
562.0499878,13.89717007,
562.9400024,14.36108685,
563.9699707,13.96535683,
565,15.06075954,
566.0200195,12.99887085,
567.0499878,11.24339676,
567.9400024,12.2519331,
568.9699707,10.99206924,
570,12.19342804,
571.0200195,9.251121521,
572.0499878,11.05776691,
572.9400024,10.57231045,
573.9699707,9.850178719,
575,8.96528244,
576.0200195,8.154709816,
577.0499878,9.228542328,
577.9400024,9.501875877,
578.9699707,9.087644577,
580,8.491987228,

A4,
A4
Collection Time: 10/30/2025 4:42:51 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         580.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 10/30/2025 2:51:52 PM
Method Modifications:
Overlayed Graphs Changed: 10/30/2025 2:52:11 PM, Old:OFF, New:ON
Autoconvert Changed: 10/30/2025 2:52:11 PM, Old:None, New:Ascii with Log
Ex. Slit Width (nm): Changed: 10/30/2025 2:52:11 PM, Old:5, New:2.5
Emission Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 400.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 600.00, New: 580.00
End Method Modifications

